sample_id,image,text,label,cleaned_text
4177,4177.jpg,4177.txt,negative,When crafting cover letters... #overthinking #jobsearch #applications #coverletter #writing #neverending #help
22467,22467.jpg,22467.txt,negative,trying to teach us how to make a bun not impressed on YouNow ??????
14833,14833.jpg,14833.txt,positive,Mermaid magic! #artcamp #acrylic #swim #cute #purplehair #stalbert #4cats
18284,18284.jpg,18284.txt,negative,"Great service during rush hour on #Montreal transit system. """"Stalled train"""" seems to be happening quite often. #stm"
20179,20179.jpg,20179.txt,positive,Good Evening from #Ottawa. Heat Warning is still in effect. One more warm evening is on tap. #ONHeat
22452,22452.jpg,22452.txt,positive,thx for taking me to get cheap slushies ????????
19032,19032.jpg,19032.txt,positive,Tix are going FAST for the local food event of the year! Have yours yet #yyc? #Food4Thought
19326,19326.jpg,19326.txt,negative,. charged with a hate crimes towards Calgary taxi driver #yyc
9638,9638.jpg,9638.txt,negative,Im crying #ShesKindaHotVMA
3180,3180.jpg,3180.txt,negative,"The Harper Years by Statistics Canada, Table 282-0001 #cdnpoli #elxn42"
14323,14323.jpg,14323.txt,positive,#BackToHogwarts is trending and like
9561,9561.jpg,9561.txt,negative,When you're going to somewhere and you put on your Merch but then your plans cancelled #ShesKindaHotVMA
8852,8852.jpg,8852.txt,negative,Why am I so sad today? I hate being insecure ?? But I'll just keep voting to distract me #ShesKindaHotVMA
5614,5614.jpg,5614.txt,positive,Current setup. #StroShow and #Bisons on stream. #BlueJays #RedSox on big screen. #Nats #Mets on PIP. #BaseballHeaven
22411,22411.jpg,22411.txt,negative,You may have heard it's been a little smoky in Calgary... #smokegetsinyoureyes #forestfire
7709,7709.jpg,7709.txt,positive,Love my dog Charlie ??????? #NationalDogDay
11917,11917.jpg,11917.txt,positive,"If you're up bright and early tomorrow #yeg, catch me on making this beauty of a soup. It's a gooder!"
17034,17034.jpg,17034.txt,positive,#BC #cherries make a great snack #Vancouver
8856,8856.jpg,8856.txt,positive,THEY KNOW WHATS GOING DOWN GUYS #ShesKindaHotVMA
3154,3154.jpg,3154.txt,negative,Harper is under fire on #SocialMedia during week 3 of #Elxn42 negative mentions abound.
10050,10050.jpg,10050.txt,negative,"Harper didn't balance budget in 9 years, but gives a free pass of wishes and unicorns. #journalism #cdnpoli"
20165,20165.jpg,20165.txt,positive,Ottawa Craft Beer Fest at Lansdowne! #ottawacraftbeer #ottcity
10102,10102.jpg,10102.txt,negative,When are the parties going to talk about our impending extinction in about 15yrs? #cdnpoli #climatechange
17591,17591.jpg,17591.txt,positive,"Wow , we love #Vancouver as much as you do. Bring us next time? Try our new premium Honeycrisp Cider!"
7795,7795.jpg,7795.txt,positive,Happy #NationalDogDay to my little guy Oliver
6559,6559.jpg,6559.txt,positive,Today's the day! Who's coming? #liveshow #BowlingGreen #ohio #concert #rock #Metal #music
7497,7497.jpg,7497.txt,negative,When you need to sleep but #DragMeDownMusicVideo
8014,8014.jpg,8014.txt,positive,Happy #NationalDogDay
11371,11371.jpg,11371.txt,positive,We are excited to feature Something Beautiful as our #YEG Planner of the Month #weddingdecor
19002,19002.jpg,19002.txt,positive,Looking ominous from Rundle. Rain just started here too. #yyc #yycweather #abstorm
12788,12788.jpg,12788.txt,negative,Found on a construction site in #HamOnt ! #Harper #OnlyinHamOnt #OnlyinHamilton
3907,3907.jpg,3907.txt,positive,"Instructor - AHS: (#Edmonton, AB) #Healthcare #Job #Jobs #Hiring"
17013,17013.jpg,17013.txt,positive,"#UBC #SexualAssaults #rape prevention #PublicEducation #SexConsent: you always need a clear """"YES!"""" #IamUBC #Vancouver"
5870,5870.jpg,5870.txt,negative,Meanwhile in Toronto... #BlueJays #MLB J/K ??
19815,19815.jpg,19815.txt,positive,VULCAIN rippin TARG a new one - awesome!!! #Ottawa CHLOROFORM is next!! #ifitstooloudyouretooold
9373,9373.jpg,9373.txt,negative,I was gone for one day...one. freaking. day. #ShesKindaHotEP #ShesKindaHotVMA
7048,7048.jpg,7048.txt,negative,Want hot music downloads on #eatingndastreets #Hiphop #music #dope
3107,3107.jpg,3107.txt,negative,Who says Harper isn't creating jobs! #elxn42
18019,18019.jpg,18019.txt,positive,"1/4,445. Note the delicate contours. Typical Montreal design. #Taxifacts #montrealfacts #interesting #montreal"
6994,6994.jpg,6994.txt,negative,USE THIS AS YOUR HEADER (-: ! #DragMeDownMusicVideo
21673,21673.jpg,21673.txt,positive,Photo by #fb
8251,8251.jpg,8251.txt,positive,Happy #NationalDogDay! #yegdog #yegpets #doggydaycare
20663,20663.jpg,20663.txt,negative,"This is what commuting to #downtown #calgary looks like these days. Amazing how enthralled we all are,with our phones"
17088,17088.jpg,17088.txt,positive,#OpenHouse today #Cambie listing #Vancouver perfect building corner lot at Ontario and 22nd
10730,10730.jpg,10730.txt,negative,#canada post So it has begun...calgary should file a class action lawsuit like the one in quebec
3003,3003.jpg,3003.txt,negative,"Canada is #1 in Carbon Pollution Globally! Go Harper, GO! #cdnpoli #elxn42 #climatechange"
21901,21901.jpg,21901.txt,negative,I have two fur babies and ALWAYS miss them terribly.
8109,8109.jpg,8109.txt,positive,#NationalDogDay love both my babies so much ????
9030,9030.jpg,9030.txt,negative,#ShesKindaHotVMA When calum sees you not voting
9932,9932.jpg,9932.txt,negative,#Harperman deteste knowledge logic and reason #elexn42 #cdnpoli #despot
22429,22429.jpg,22429.txt,negative,When LPL is delayed....
6905,6905.jpg,6905.txt,positive,"Ready for a #musical experience? Purchase the Fatal Image Single, """"Pimps in the Courthouse"""", and """"PartyTime""""."
11567,11567.jpg,11567.txt,positive,Thanks for the lunch meeting ! Great to connect over great food #cactusclub #yegfood
19256,19256.jpg,19256.txt,negative,#yyctraffic 10th St NW NOW OPEN to NB traffic ONLY btwn Memorial & Kensington. SB lanes remain closed.
15726,15726.jpg,15726.txt,positive,Top 11 #Toronto neighborhoods for renters! #renting #tdot
20849,20849.jpg,20849.txt,positive,#selfiefornash You've helped me get through the rough times Nash. I love you ??????
10038,10038.jpg,10038.txt,negative,"well now you ARE #harperman ,you are one clueless CON,Look into social media sometime... its neat #cdnpoli"
9674,9674.jpg,9674.txt,negative,It's a small issue. But can move this to a museum of racist bullshit? It's a public menace. #cdnpoli
20548,20548.jpg,20548.txt,positive,And my brother in law joined the party #Bombers #CalgaryPrincessPonies
3842,3842.jpg,3842.txt,positive,#BigNews from PMC...we are opening our 2nd location in Genesee County! #FlintIsWorking #MIJobs #MoreJobsInFlint
8692,8692.jpg,8692.txt,negative,When people claim the 5SOSFam is cheating #ShesKindaHotVMA
13715,13715.jpg,13715.txt,negative,5SOS please notice us we are always left out #CaribbeanNeeds5SOS #5SOStoMartinique 150
5030,5030.jpg,5030.txt,positive,"""""My luxury is my freedom."""" Nuri Bilge Ceylan #WinterSleep #TIFF15 #TIFFConference"
17363,17363.jpg,17363.txt,positive,We love #Vancouver
7548,7548.jpg,7548.txt,negative,Any explanation for a curious (and fed up) Ontario resident #cdnpoli #Election2016
3338,3338.jpg,3338.txt,positive,We are going to have a youth council for the campaign in Van Quadra! #NDP #cdnpoli #elxn42
21763,21763.jpg,21763.txt,positive,A nearby resident's nursing this young tree back to health ?? How's that for community spirit? ???? #Cloverdale #BCStorm
7663,7663.jpg,7663.txt,positive,happy #NationalDogDay from the wiener dog that runs faster than I do
22688,22688.jpg,22688.txt,positive,Yes!! (@ Delaware Delicacies Smoke House)
14759,14759.jpg,14759.txt,negative,Legionnaires’ disease outbreak in #Dartmouth confirmed
11719,11719.jpg,11719.txt,positive,They're baaaaaaack! Decadent #chocolate #caramel #cupcakes can be found tonight at ! #yegfood #yeg
8144,8144.jpg,8144.txt,positive,Thanks for taking me where I needed to go. #nationaldogday
18684,18684.jpg,18684.txt,negative,Deadline #poetry chapbooks extended to Oct 31. Submit for a chance to be published! #yyc #poetry #canlit #wordfest
18476,18476.jpg,18476.txt,positive,"Electro dream pop will be #Montreal, Nov. 10 - On sale this Friday"
21987,21987.jpg,21987.txt,negative,These news teams are ruining my life.
7518,7518.jpg,7518.txt,negative,early bus(5B) with conservatives party #fakeconservatives #fake #fakeelections
18511,18511.jpg,18511.txt,positive,What if this was Canada's largest industrial project instead? #NoTarSands #CleanEnergy #GlobeDebate #Vote4Climate
10753,10753.jpg,10753.txt,positive,365 days before the Paralympic Games #GoCanada can't wait to be there
17187,17187.jpg,17187.txt,positive,Flying into #Vancouver yesterday
15723,15723.jpg,15723.txt,positive,Home sweet home #Toronto
14561,14561.jpg,14561.txt,positive,A bonus #pinup of the day.#art #football
21475,21475.jpg,21475.txt,negative,Did never like cameras anyway??
21365,21365.jpg,21365.txt,negative,happy birthday my yute
6448,6448.jpg,6448.txt,positive,performing last night for #FestivalMusicHouse - lover her! #feelingX #AllieX
18606,18606.jpg,18606.txt,negative,Equipment is here!! #mobileglassblowingyyc
14771,14771.jpg,14771.txt,positive,Fresh cut and hard part done by - #hair #hairtoronto #leslieville #textur #hairpart #barberlife #sofresh
15322,15322.jpg,15322.txt,negative,Toronto gardens always include a car!! #hatecars #lovegardens #toronto
13823,13823.jpg,13823.txt,positive,Pantone Smoothies?! YES PLEASE. Fun project by #pantone #design #art #smoothie
7162,7162.jpg,7162.txt,positive,Happening right now! The lovely #Barrie folk duo....PJ & Oli!! #sundaybrunch #lazysundays #barriemusic
6341,6341.jpg,6341.txt,positive,brings his 2015 Burn It Down Tour to the Sept 17th. #Toronto #concert #music
5957,5957.jpg,5957.txt,positive,Sitting a bit closer today. 6-0 so far! #BlueJays
8284,8284.jpg,8284.txt,positive,Happy #NationalDogDay from Hazel!
19281,19281.jpg,19281.txt,positive,#gameday !! Let's go #stampeders ?????? #LabourDayClassic #yyc
14502,14502.jpg,14502.txt,negative,Can you ask #Charter if I got this correct gr8 about him is he forces me back to basics
5553,5553.jpg,5553.txt,positive,my future grand baby Jays fan #baby #love #BlueJays
9897,9897.jpg,9897.txt,negative,as far as Memes go ... LOVE this one #cdnpoli #polqc
5390,5390.jpg,5390.txt,positive,Here's looking at you #BlueJays fans! #ComeTogether. #StylinAndProfilin #Wooooo
9208,9208.jpg,9208.txt,negative,Vote/Retweet for these 3/4 Queens of The New Broken Scene! ???? #ShesKindaHotVMA
6576,6576.jpg,6576.txt,positive,BANDS OVER THE WORLD SEND US the link to your VIDEO-CLIP mtvlosangeles.com #band #contest #rock #music
16197,16197.jpg,16197.txt,positive,"No wonder #toronto is such a liveable city, esp sitting on the #Devon #patio! #GOexplore #MetropolisMag #GottaSeeIt"
19378,19378.jpg,19378.txt,positive,TGIF... Happy Friday #yyc #TGIF
9354,9354.jpg,9354.txt,positive,> RTs COUNT AS VOTES > THERES NO MORE VOTE LIMIT > 12 HOURS LEFT TO VOTE > 1M+ LEAD FROM 2ND PLACE #SHESKINDAHOTVMA
3366,3366.jpg,3366.txt,negative,. Harper HATES absolutely HATES traveling. Except his to arctic hideout #Canada #cdnpoli #elxn42
9431,9431.jpg,9431.txt,negative,Me when I saw how far ahead we are #ShesKindaHotVMA
4112,4112.jpg,4112.txt,positive,Hello invites you to exhibit in our #JobFair #TrainingExpo #Mississauga
5414,5414.jpg,5414.txt,negative,#EdwinEncarnacion #CliffPennington awesome homers boys! 4-0 #Jays! #BlueJays #ComeTogether #22daysBlueJays
8860,8860.jpg,8860.txt,negative,Who pissed in the Harmonizers cereal? I didn't even direct it to anyone! ?? #ShesKindaHotVMA
22198,22198.jpg,22198.txt,negative,So guilty
9502,9502.jpg,9502.txt,negative,When I'm trying to vote but my phones being slow #ShesKindaHotVMA
20948,20948.jpg,20948.txt,positive,I'm ugly but #SelfieForNash ??
7884,7884.jpg,7884.txt,negative,#NationalDogDay and I don't have a dog... Here's a pic of a sunfish I once caught merged w/ a photo of Joey Lawrence
7448,7448.jpg,7448.txt,negative,SOMEONE STAB ME!! IT WOULD HURT LESS!! #DragMeDownMusicVideo #MTVHottest One Direction ??
17405,17405.jpg,17405.txt,negative,I hate that they call eggs Benedict eggs Benny. #Vancouver
4489,4489.jpg,4489.txt,positive,"Want to work in #Toronto, ON? View our latest opening: #IT #Job #Jobs #Hiring"
9934,9934.jpg,9934.txt,positive,Why joining a union could mean a big raise for Canadian workers: #cdnpoli #canlab #1u #unions
4921,4921.jpg,4921.txt,negative,"#TIFF15 Diary, Day 3 : Wim Wenders has cool kicks via"
9340,9340.jpg,9340.txt,negative,What the fuck is this? WHAT THE FUCK IS THIS?! #ShesKindaHotVMA
3634,3634.jpg,3634.txt,negative,OECD reports Canada ranked 39th in 2015 GDP performance. Historic low for this country. #cdnpoli #elxn42
2984,2984.jpg,2984.txt,positive,Stephen Harper said he was at my son's birthday party this year.. I guess photos don't lie. #NotInHalifax #elxn42
17976,17976.jpg,17976.txt,negative,What's with the #Quebec hate? can't deliver? Or Just dislike #Montreal ?
8369,8369.jpg,8369.txt,positive,"Happy #NationalDogDay Sorry Anthony, I can't give you a long walk today"
9200,9200.jpg,9200.txt,negative,That moment when never notices. #sheskindahotvma
17012,17012.jpg,17012.txt,positive,Bounty fresh and colourful from the garden. Fagioli brunch. #urbangarden #EastVan #Vancouver
11609,11609.jpg,11609.txt,positive,11:19 AM #yeg: This is how we live/love on #Septlong. At the family bike ride. #atbsummer
9998,9998.jpg,9998.txt,negative,to #harper pristine lakes are just future garbage dumps #cdnpoli
10395,10395.jpg,10395.txt,positive,Lighthouse Park #westvancouver #vancouver #northshore #canada #bc
10876,10876.jpg,10876.txt,positive,Bradford West Gwillimbury 2015 Ontario Yours Discover #ONTARIO #CANADA
17609,17609.jpg,17609.txt,positive,Airborne #wedding ?? one of my #photoshoot in #gastown #vancouver with random help from tourists/students! #love
19603,19603.jpg,19603.txt,negative,#yyctraffic Distant photo of crash on SB 36th St at 16th Ave NE. Slow from 32nd.
9821,9821.jpg,9821.txt,negative,"#cdnpoli Little Stevie Harpers legacy is not a safer prosperous Canada, his legacy 2 recessions, deficits & conflict"
7338,7338.jpg,7338.txt,positive,Is it Friday Yet! Join Cdn. #CountryMusicWeekLegends Sept.11 7:30 Tickets avail
12607,12607.jpg,12607.txt,negative,"CanPunk legends DOA play Max Aicher North America picket line in #HamOnt. """"You got to know who the enemy is!"""""
9857,9857.jpg,9857.txt,positive,Rally for Refugees in Regina yesterday. #RefugeesWelcome #cdnpoli #refugeecrisis
21515,21515.jpg,21515.txt,positive,"""""Embrace it without prejudice"""" - Benhur Bosco (Producer)"
20894,20894.jpg,20894.txt,positive,#SelfieForNash I'm getting tired of tweeting awkward selfies love me already lol ??
3421,3421.jpg,3421.txt,positive,.'s built a strong team & plan to give all Canadians a real & fair chance to succeed ???? #Elxn42
14102,14102.jpg,14102.txt,positive,Great #exhibit Art Museum #iconsofthenewtextiles Michigan. #textileart At its best! #tapestry #art
18243,18243.jpg,18243.txt,positive,Three treasure boxes to be unveiled soon exclusively at DORO... Stay tuned #luxury #menswear #Montreal
16898,16898.jpg,16898.txt,positive,hi friends! #roadwarriors #tourlife #torontorocks
6039,6039.jpg,6039.txt,positive,"Supplemental Health Care: New York - Registered Nurse - RN -... (#Buffalo, NY) #Nursing"
17060,17060.jpg,17060.txt,positive,Great day for #rescue standby in Metro #vancouver today.
19392,19392.jpg,19392.txt,negative,Goddamnit. #yyc
11116,11116.jpg,11116.txt,positive,Art exibit.#artexo #Vancouver #art #Montreal #interiordesign #canada #interiors #artwork #newyork #LosAngeles
15899,15899.jpg,15899.txt,positive,. Roughly 100 guests + 48 hours = 1 Guinness World Record!!! #longestwebcast #Toronto #Canadiantalent
8507,8507.jpg,8507.txt,negative,#NationalDogDay where's Malibu?
17106,17106.jpg,17106.txt,positive,Moving to this part of the city. #Gastown #vancouver
3566,3566.jpg,3566.txt,negative,People say the economy is hard to understand. This debate's closed captioning isn't helping... #globedebate #elxn42
7896,7896.jpg,7896.txt,positive,#HappyNationalDogDay love me some tilda ??
7852,7852.jpg,7852.txt,positive,"Mother, Daughter portraits. #NationalDogDay #moreValla #husky #dog #doglady #mumyouareembarassingme"
7603,7603.jpg,7603.txt,positive,Happy #NationalDogDay to my Scruffy Puppy!
21638,21638.jpg,21638.txt,negative,Yesterday's droid target practice with during day 4 of
7661,7661.jpg,7661.txt,positive,#HappyNationalDogDay My bestfriends dog is cuter than any other ????
19776,19776.jpg,19776.txt,negative,"In June these guys were caught poaching the oldman river, they're going to court sept 29 #yyc"
18906,18906.jpg,18906.txt,positive,Major energy from the India pavilion! #yyc
13340,13340.jpg,13340.txt,negative,My reaction to 's vocals throughout the song #jetblackheart
20443,20443.jpg,20443.txt,positive,Best pose #cat #dramaqueen #ottawaheat
13887,13887.jpg,13887.txt,negative,Grimace has seen some shit #pixelart #gamedev
13743,13743.jpg,13743.txt,positive,#MSG2PartyDhoom Awesome Creativity Of stage Guruji in #PartyDhoomDhamSe ????????????
12385,12385.jpg,12385.txt,negative,Man robbed at knifepoint near . #HamOnt
2634,2634.jpg,2634.txt,negative,#NDP poach CPC talking POINTS. I call 'copyright infringement'. At least TRY to be original. #elxn42 #cdnpoli #lpc
9384,9384.jpg,9384.txt,negative,When you realize school starts in less than two weeks ?????? #ShesKindaHotVMA
15324,15324.jpg,15324.txt,negative,4 days I'll be bc of #ROWYSOToronto
9505,9505.jpg,9505.txt,negative,how can you not want these boys to win ...... #ShesKindaHotVMA
12022,12022.jpg,12022.txt,negative,Is this something that the city may want to look into? #Eddies #yeg #yegcc
10758,10758.jpg,10758.txt,negative,#AmberAlert RT! SHARE at #Canada #news #abduction #findHailey
9834,9834.jpg,9834.txt,negative,We're not well served by veil of secrecy protecting banks. #cdnpoli
9745,9745.jpg,9745.txt,negative,Regular rules don't apply ? #cdnpoli
3591,3591.jpg,3591.txt,negative,at least 5 ... #elxn42 #polqc
5920,5920.jpg,5920.txt,positive,Way to fight #bluejays
18765,18765.jpg,18765.txt,negative,Disgusting #sharemyair #yyc
15230,15230.jpg,15230.txt,positive,. Roughly 100 guests + 48 hours = 1 Guinness World Record!!! #longestwebcast #Toronto #Canadiantalent
19106,19106.jpg,19106.txt,negative,Poor #Calgary #yyc #abstorm
20865,20865.jpg,20865.txt,negative,#SelfieForNash I love you baby please come to Québec ??
6728,6728.jpg,6728.txt,positive,Here comes a new EP!! My new tunes will be out September 29th! #newmusic
12565,12565.jpg,12565.txt,negative,"Jeep ran a red light causing a truck to t-bone it causing it to flip , ppl in the jeep got out on there own. #HamOnt"
22464,22464.jpg,22464.txt,negative,"That time 's Director of Comms told the Pope to """"go fuck yourself"""" . It feels gross even typing that."
19492,19492.jpg,19492.txt,positive,"Space available still, can't wait for this super fun shoot. #boudoir #photography #YYCboudoir #bratopia"
11798,11798.jpg,11798.txt,positive,#ignitefestyeg inspire to execution another great morning of amazing speakers #yegdt #yeg
11699,11699.jpg,11699.txt,positive,7 Habits That Can Make Your Mind Sharper and Stronger via #YegMarketing #Yeg
16059,16059.jpg,16059.txt,positive,Shopping in Toronto. Today I bought colours! #adidas #original #pharrelwilliams #pharrel #williams #toronto #colours
18602,18602.jpg,18602.txt,positive,Liberal leader in #yyc to make an announcement at the Simmons building in
20860,20860.jpg,20860.txt,positive,#SelfieForNash I ?? YOU SO MUCH
14826,14826.jpg,14826.txt,negative,We lost 3 fire fighters in the wild fires. Pray for their families & the safety of all. #heartbroken
10713,10713.jpg,10713.txt,negative,#CanadaVotes Stephen Harper evangelical beliefs behind hostility towards the #environment
2682,2682.jpg,2682.txt,negative,"PM Harper on Justin, Tom and ISIS #elxn42 #polqc"
21537,21537.jpg,21537.txt,positive,This makes me laugh so hard??????
19955,19955.jpg,19955.txt,positive,Waiting for delicious lunch at #hintonburg #eatlocal #ottawa
21414,21414.jpg,21414.txt,positive,It's a warm day in wallaceburg Ontario
19404,19404.jpg,19404.txt,positive,Love the new menu design at #yycfood
9038,9038.jpg,9038.txt,negative,MICHAELS BLOND AGAIN WTF THIS IS WHAT I WANTED IN OUR PIC U FART #ShesKindaHotVMA
11185,11185.jpg,11185.txt,positive,Touch the sky! #WestCoastTrail #BeautifulBC #ExploreCanada #Camping
8229,8229.jpg,8229.txt,positive,Happy birthday + #NationalDogDay to my baby lola????
8784,8784.jpg,8784.txt,negative,Shirtless Calum ?????? #ShesKindaHotVMA
18291,18291.jpg,18291.txt,negative,Still PCD over #OTRAMontreal
14047,14047.jpg,14047.txt,negative,"The pup is pooped after her first ever Doggie Daycamp, lol!! #PetSmartStory"
21261,21261.jpg,21261.txt,positive,Nothing like when your puppy has her morning nap on your lap
6140,6140.jpg,6140.txt,positive,"#Nursing #Job in #Detroit, MI: RN / ER / OR / ICU / IMC at Supplemental Health Care #Jobs"
22316,22316.jpg,22316.txt,negative,When you find out all your friends are hanging out without you because of their snap chat stories
14463,14463.jpg,14463.txt,positive,#rose #art purple luscious
15263,15263.jpg,15263.txt,negative,Why did I not get into Baseball sooner?! Shameless #BlueJayBandwagoner #Toronto #BeastMode
20254,20254.jpg,20254.txt,positive,Ringing the ears? This is Tinnitus. Tinnitus Consultations are available @ CHS #Ottawa.
13113,13113.jpg,13113.txt,positive,#HamOnt #photography Bleeding Heart # gardening
21292,21292.jpg,21292.txt,negative,Daily fuck you
22697,22697.jpg,22697.txt,positive,#TiCats Angelo Mosca night. Go Cats.
22106,22106.jpg,22106.txt,negative,Wtf. Help.
15697,15697.jpg,15697.txt,positive,For half an inning the were the #TorontoDodgers in #Philadelphia #PhilliesDropTheBall - #jays
17147,17147.jpg,17147.txt,positive,Beautiful #Vancouver
11039,11039.jpg,11039.txt,positive,Hanging out at with the Porsche. #castrolcanada
8260,8260.jpg,8260.txt,positive,Another late #NationalDogDay picture.
12365,12365.jpg,12365.txt,negative,These douchebags think it's okay to photograph women on the dance floor anonymously ! #HamOnt #OnlyinHamOnt
3061,3061.jpg,3061.txt,negative,#VoteYVR makes asking #MetroVancouver candidates questions easy. #elxn42 #cdnpoli #yvr
21585,21585.jpg,21585.txt,negative,. PLS rt shot 2x in head = #murdered #justice4cephus #specialneeds used by LE
15813,15813.jpg,15813.txt,positive,in training #nephew #firefighters #Toronto
11726,11726.jpg,11726.txt,positive,Such a lovely bandshell at - I had never seen it until today... Looks like a great spot for a show #yeg
21749,21749.jpg,21749.txt,negative,One of the friendly local Winnipeg racists reveal his #doublestandard on .
21551,21551.jpg,21551.txt,positive,Launching a new store? 5 Tips to Drive Success #PR
19402,19402.jpg,19402.txt,negative,"hits the key party platforms at #yyccentre debate. No photo, this guy keeps standing in front of me."
2942,2942.jpg,2942.txt,negative,If abortion is a settled issue in #Canada than why people get upset with images of abortion? #cdnpoli #elxn2015 '#CPC
11820,11820.jpg,11820.txt,positive,Come in and get your hump on this afternoon! #xfit #yegcrossfit #happyhumpday
14723,14723.jpg,14723.txt,positive,A8} Only one answer here that works > Thanks for being #winners #CanadianGrown #startupchats #ottawa
21809,21809.jpg,21809.txt,positive,Can I get 1M RT so that can notice me.
15956,15956.jpg,15956.txt,negative,Being fired is one of the best things that can happen to you. Part 9 is up! #totorontowithlove
9360,9360.jpg,9360.txt,positive,drummer cal ???? #ShesKindaHotVMA
12666,12666.jpg,12666.txt,negative,Centre Mall where pedestrians do not have the right of way! #HamOnt #OnlyinHamOnt #OnlyinHamilton
19864,19864.jpg,19864.txt,positive,#The Greek Souvlaki House #Hunt Club West #Ottawa Excellent
9614,9614.jpg,9614.txt,negative,FUCK ME UP LUKE #ShesKindaHotVMA
10777,10777.jpg,10777.txt,negative,RT IF YOU'RE FROM NOVA SCOTIA #CANADAMATTERS5SOS
14351,14351.jpg,14351.txt,positive,"Beautiful. I see hair. :) RT """"Entangled"""" My latest colored pencil! #art"
13061,13061.jpg,13061.txt,negative,Homeless in #HamOnt !! #OnlyinHamilton #OnlyinHamOnt
13224,13224.jpg,13224.txt,positive,#Drawing as a #Contemporary Practice starts this Thurs 2-5PM. #art #AndyFabo #makeyourmark
9040,9040.jpg,9040.txt,positive,Baby boy #ShesKindaHotVMA
17047,17047.jpg,17047.txt,negative,"The gun show in the new loft in #Gastown #Vancouver don't judge, I'm corny like that. #BritishColumbia"
5060,5060.jpg,5060.txt,positive,Great time tonight! #TIFF15 #TheDressmaker
6369,6369.jpg,6369.txt,negative,Want hot music downloads on #eatingndastreets #Hiphop #music #dope
7745,7745.jpg,7745.txt,negative,"This is my love, who has died ...., wherever you are, i wish you well, i love you #NationalDogDay ?"
21236,21236.jpg,21236.txt,negative,Im gonna repost this shit as long as like it.
8739,8739.jpg,8739.txt,negative,When Calum Hood dont want to follow me #ShesKindaHotVMA
20370,20370.jpg,20370.txt,positive,"#OPENHOUSE @ 101 Gatestone Private Sun Sept 13th, 2:00 PM - 4:00 PM, #OttawaRealEstate"
11091,11091.jpg,11091.txt,positive,Learning about the #Canada Food Guide. #heartsmart #amazingagricultureadventure
20916,20916.jpg,20916.txt,negative,#SelfieForNash LOVE YOUUUUU??????????
20642,20642.jpg,20642.txt,positive,#CalgaryPride Parade was a Success ??????????????. I created the banner1yr ago and no one realized I used Nicki face ???? shh
22085,22085.jpg,22085.txt,negative,"Reminder: Dollar Store paste gives you absolutely zero instructions. You get what you pay for Lola, good luck asshole"
7357,7357.jpg,7357.txt,positive,Love a fire that is deliberately set and safely maintained. #livestockmusic #catskills
15175,15175.jpg,15175.txt,positive,Seriously I have to babies now ?? #CarRides #CarShow #EliteAutoWorks
12586,12586.jpg,12586.txt,negative,[REVISED] 2015 Labour Day Parade downtown detours several routes on Monday #HamOnt #HSR
12663,12663.jpg,12663.txt,positive,Thank You #HamOnt hockey fans 4 supporting at our 1st game(exh) at Andreychuk arena!We WON!
14709,14709.jpg,14709.txt,positive,"My style, my way!! #whiteparty #stylechat"
10067,10067.jpg,10067.txt,negative,to #harper pristine lakes are just future garbage dumps #cdnpoli
21578,21578.jpg,21578.txt,positive,I think I’ve worked out where this fashion trend is heading
16199,16199.jpg,16199.txt,positive,Rally in support of feminists at the University of Toronto. #UofT #toronto
8021,8021.jpg,8021.txt,positive,Kismet Says hello #CesarSeeMyDog #NationalDogDay
3337,3337.jpg,3337.txt,positive,Cons & say 80% of Canada's economy is growing. Statistics Canada says not. #cdnpoli #elxn42
17161,17161.jpg,17161.txt,negative,12th Ave West and East bound closed - it's obvious why... #summerstorm #Vancouver
18279,18279.jpg,18279.txt,negative,Darkness of the Langelier Metro Station #mtl #montreal #streetphotography #underground
3355,3355.jpg,3355.txt,negative,Found bunch . candidates well-fed on . horseshit & kept in the dark. Heard yours speak in #elxn42 ?
6549,6549.jpg,6549.txt,positive,This is so cute?? #DragMeDownMusicVideo
3620,3620.jpg,3620.txt,negative,A Warning To The West: A Voice From Egypt | Should read this Happening here #elxn42 #polqc
11177,11177.jpg,11177.txt,negative,If abortion is a settled issue in #Canada than why people get upset with images of abortion? #StopHarper #FuckHarper
13785,13785.jpg,13785.txt,positive,LIFE IN COLOUR!!!!! Waiting all year for this!! #lifeincolour #rave #party
14186,14186.jpg,14186.txt,positive,Day 50 of 90 paintings in 90 Days of Stratford #Art #Parks #toddlerlife
11969,11969.jpg,11969.txt,positive,Anyone in #yeg want to adopt a baby kitten??? Or two??? Msg me!!! #cats #kittens
11172,11172.jpg,11172.txt,negative,Parents who can't read let their kids... #canadaswonderland
14187,14187.jpg,14187.txt,negative,"Boston vs Angels Oil on Plywood panel primitive Baseball painting, #outsiderart exuberant and expressive #found"
14695,14695.jpg,14695.txt,negative,SaveOurCoast- A Visual Reminder by Zipolita #art #reality #oilspill #Vancouver
8880,8880.jpg,8880.txt,negative,Michael w/ blonde hair makes me feel tingly ?? #ShesKindaHotVMA
20866,20866.jpg,20866.txt,positive,#SelfieForNash Hi my name is Maria I was born in Colombia and now live in Canada and I ?? U x33
15298,15298.jpg,15298.txt,negative,Laural: In Her Own Words #Toronto #streetstyle
22161,22161.jpg,22161.txt,negative,This is absolutely disgusting.
